device_location_id,device_type,X,Y,Z,Q,R,S,FLAT_X,FLAT_Y
283,POS,288.459291,77.376609,-9.834108,15.015598,3.286496,-15.015598,288.6714393,77.43351588
284,POS,283.236538,86.39202,-9.665035,16.962608,3.243605,-16.962608,283.4412496,86.45446057
285,POS,278.024213,95.43731,-9.521578,18.945797,3.207341,-18.945797,278.2221617,95.5052598
286,POS,272.821097,104.465024,-9.402689,20.952178,3.177374,-20.952178,273.0129054,104.5384687
287,POS,267.630443,113.512587,-9.309372,22.983709,3.153906,-22.983709,267.8167261,113.591597
288,POS,262.441442,122.55013,-9.24025,25.030778,3.136552,-25.030778,262.6227506,122.6347942
289,POS,257.245276,131.5858,-9.194988,27.090599,3.125202,-27.090599,257.4221197,131.6762589
290,POS,252.057751,140.62325,-9.174607,29.157188,3.120095,-29.157188,252.2306428,140.7197065
291,POS,246.867458,149.670397,-9.178725,31.227526,3.121127,-31.227526,247.036866,149.7731054
292,POS,241.67754,158.713293,-9.207083,33.293511,3.128234,-33.293511,241.8439013,158.822545
293,POS,340.797188,5.205575,-12.867597,0.875108,4.089389,-0.875108,341.1259218,5.210596311
294,POS,335.552207,14.218306,-12.486083,2.426335,3.984515,-2.426335,335.866116,14.23160722
295,POS,330.298035,23.22497,-12.129266,4.022144,3.887525,-4.022144,330.5980722,23.24606717
296,POS,325.054239,32.249735,-11.798497,5.665967,3.798531,-5.665967,325.3413675,32.278222
297,POS,319.81986,41.272437,-11.493384,7.353324,3.717195,-7.353324,320.0949911,41.30794239
298,POS,314.589074,50.294871,-11.213326,9.083283,3.643157,-9.083283,314.85306,50.33707571
299,POS,309.371478,59.320811,-10.958902,10.854501,3.576392,-10.854501,309.6251573,59.36945305
300,POS,304.1501,68.340233,-10.72868,12.663611,3.516373,-12.663611,304.3942298,68.39508713
301,POS,298.925421,77.362295,-10.522758,14.509867,3.462997,-14.509867,299.1607292,77.42319308
302,POS,293.676715,86.384136,-10.339693,16.39109,3.415783,-16.39109,293.903852,86.45094768
303,POS,288.453718,95.402776,-10.182688,18.301044,3.375464,-18.301044,288.6734134,95.47543774
304,POS,283.254608,104.435641,-10.0519,20.238871,3.341995,-20.238871,283.4675614,104.5141567
305,POS,278.057515,113.471479,-9.945668,22.199701,3.314888,-22.199701,278.2643426,113.5558825
306,POS,272.870897,122.512376,-9.864567,24.178917,3.29424,-24.178917,273.0722046,122.6027582
307,POS,267.682215,131.551279,-9.807628,26.171612,3.279767,-26.171612,267.8785507,131.6477673
308,POS,262.490887,140.589317,-9.774842,28.173366,3.271442,-28.173366,262.6827688,140.6920883
309,POS,257.291318,149.636802,-9.766236,30.181646,3.269258,-30.181646,257.4792327,149.7460904
310,POS,252.09927,158.687269,-9.782557,32.188914,3.2734,-32.188914,252.2837016,158.8033619
311,POS,246.917324,167.729911,-9.823532,34.188105,3.283808,-34.188105,247.0987242,167.8531354
312,POS,351.280618,5.205963,-13.691992,0.849059,4.320331,-0.849059,351.6417225,5.211314553
313,POS,346.034733,14.214559,-13.29556,2.352297,4.208522,-2.352297,346.3798714,14.22873674
314,POS,340.778866,23.232078,-12.924261,3.900018,4.105071,-3.900018,341.1090592,23.25458842
315,POS,335.530289,32.234896,-12.579013,5.487649,4.009947,-5.487649,335.8465515,32.26527981
316,POS,330.285806,41.261496,-12.259553,7.120878,3.922819,-7.120878,330.5890984,41.2993853
317,POS,325.050884,50.288478,-11.965927,8.794482,3.84347,-8.794482,325.34213,50.33353654
318,POS,319.828324,59.302608,-11.697953,10.504491,3.771649,-10.504491,320.1084051,59.35454068
319,POS,314.601034,68.336209,-11.454655,12.255153,3.706922,-12.255153,314.8707556,68.39479671
320,POS,309.373021,77.35203,-11.235694,14.037773,3.649049,-14.037773,309.6331514,77.41706999
321,FIF,304.144678,86.3733,-11.041361,15.853886,3.59798,-15.853886,304.39596,86.44466095
322,POS,298.918599,95.390299,-10.871596,17.698818,3.553588,-17.698818,299.1617433,95.46789072
323,POS,293.697158,104.410906,-10.72666,19.570571,3.515848,-19.570571,293.932853,104.4946968
324,POS,288.499421,113.443777,-10.60798,21.465751,3.485053,-21.465751,288.7283702,113.5338045
325,POS,283.304821,122.479109,-10.513948,23.379925,3.46072,-23.379925,283.5276455,122.5754411
326,POS,278.114386,131.526696,-10.444905,25.310545,3.442892,-25.310545,278.3316852,131.6294618
327,POS,272.923365,140.568834,-10.400054,27.250674,3.431327,-27.250674,273.1356881,140.6781907
328,POS,267.728162,149.605054,-10.379125,29.196223,3.425935,-29.196223,267.9360227,149.7212055
329,POS,262.526411,158.657932,-10.382758,31.146682,3.426871,-31.146682,262.7303048,158.7811553
330,POS,257.345257,167.706617,-10.411861,33.091461,3.43437,-33.091461,257.5456894,167.8372347
331,NON,252.162106,176.750314,-10.46503,35.028121,3.448085,-35.028121,252.3595093,176.8886817
332,POS,361.783127,5.206384,-14.549105,0.824481,4.567061,-0.824481,362.1791538,5.212083181
333,POS,356.53093,14.220045,-14.1365,2.284001,4.447417,-2.284001,356.9097226,14.23515294
334,POS,351.271491,23.232906,-13.749722,3.784001,4.336732,-3.784001,351.634154,23.25689234
335,POS,346.019309,32.245241,-13.389574,5.323968,4.234909,-5.323968,346.3669338,32.27763585
336,POS,340.768571,41.247595,-13.055163,6.901668,4.141405,-6.901668,341.1021696,41.28797472
337,POS,335.525469,50.277241,-12.747047,8.522151,4.056118,-8.522151,335.8460278,50.32527554
338,POS,330.294391,59.301199,-12.46502,10.178467,3.97876,-10.178467,330.6028519,59.3565802
339,POS,325.070982,68.316073,-12.208444,11.868416,3.908957,-11.868416,325.3682239,68.37854059
340,POS,319.851287,77.335954,-11.977046,13.592517,3.846462,-13.592517,320.1381436,77.40531225
341,POS,314.623303,86.355671,-11.769773,15.348187,3.790843,-15.348187,314.900534,86.4317635
342,POS,309.393767,95.374515,-11.587014,17.132571,3.742079,-17.132571,309.6621165,95.4572371
343,POS,304.167566,104.400012,-11.429209,18.943856,3.700178,-18.943856,304.4277587,104.4893184
344,POS,298.948599,113.421707,-11.296325,20.776847,3.665039,-20.776847,299.2013306,113.5175939
345,POS,293.750911,122.455935,-11.189651,22.62979,3.636925,-22.62979,293.9968866,122.5584748
346,POS,288.553193,131.494549,-11.107533,24.498896,3.615339,-24.498896,288.7930315,131.6038441
347,POS,283.363186,140.541106,-11.050585,26.38027,3.600398,-26.38027,283.5974954,140.6573176
348,POS,278.169146,149.589855,-11.017886,28.269844,3.591829,-28.269844,278.3984754,149.7131805
349,POS,272.969703,158.626925,-11.008879,30.161535,3.58947,-30.161535,273.1945608,158.7575933
350,POS,267.784582,167.675147,-11.025557,32.053022,3.593839,-32.053022,268.0055048,167.8134793
351,POS,262.605756,176.725473,-11.067107,33.939322,3.60473,-33.939322,262.8232282,176.871825
352,POS,372.304572,5.206842,-15.440826,0.801254,4.831396,-0.801254,372.7383262,5.212908242
353,POS,367.046904,14.222657,-15.011204,2.219037,4.703038,-2.219037,367.4620334,14.2387428
354,POS,361.784479,23.239621,-14.608186,3.675407,4.584328,-3.675407,362.1821828,23.26516794
355,POS,356.519189,32.251191,-14.231495,5.168982,4.474818,-5.168982,356.9006058,32.28569446
356,POS,351.267336,41.266855,-13.882142,6.700391,4.37447,-6.700391,351.6335969,41.30988329
357,POS,346.01408,50.267603,-13.558386,8.265885,4.28249,-8.265885,346.3662008,50.31875777
358,POS,340.775422,59.295836,-13.261679,9.870792,4.199032,-9.870792,341.1144275,59.35482386
359,POS,335.555016,68.318525,-12.99166,11.508048,4.12376,-11.508048,335.8818788,68.3850738
360,POS,330.326002,77.329411,-12.745911,13.175689,4.055805,-13.175689,330.6415646,77.40328428
361,POS,325.099923,86.353919,-12.52558,14.875559,3.995315,-14.875559,325.4050314,86.43496271
362,POS,319.868254,95.368418,-12.329484,16.6019,3.941819,-16.6019,320.16368,95.45649899
363,POS,314.637249,104.387907,-12.158275,18.354412,3.895371,-18.354412,314.9237526,104.482961
364,POS,309.427165,113.415438,-12.01339,20.12958,3.856249,-20.12958,309.7055247,113.5174662
365,POS,304.208643,122.438262,-11.892373,21.923859,3.8237,-21.923859,304.4795197,122.5472848
366,POS,299.00727,131.474777,-11.797446,23.735298,3.798249,-23.735298,299.2713668,131.5909015
367,POS,293.812414,140.513049,-11.727514,25.559024,3.779545,-25.559024,294.0703688,140.6364135
368,POS,288.618081,149.564277,-11.682528,27.393564,3.767532,-27.393564,288.8704941,149.6950796
369,POS,283.434521,158.608349,-11.662486,29.231129,3.762185,-29.231129,283.6819715,158.7468209
370,POS,278.235112,167.644897,-11.665619,31.070209,3.763021,-31.070209,278.478089,167.7912979
371,POS,273.048024,176.699716,-11.694696,32.908435,3.77078,-32.908435,273.2870713,176.8544126
372,POS,267.86998,185.752885,-11.748763,34.739149,3.785224,-34.739149,268.1055885,185.9162664
373,POS,382.851708,5.207341,-16.369647,0.779258,5.115546,-0.779258,383.3262885,5.213795986
374,POS,377.581275,14.225697,-15.92148,2.157647,4.977284,-2.157647,378.0356812,14.24281714
375,POS,372.31036,23.245507,-15.500886,3.572672,4.849492,-3.572672,372.7459012,23.27270038
376,POS,367.036487,32.265703,-15.107224,5.023883,4.731562,-5.023883,367.4543896,32.30244028
377,POS,361.774214,41.273042,-14.741197,6.508454,4.623328,-6.508454,362.1756845,41.3188438
378,POS,356.52151,50.285321,-14.402351,8.028285,4.524318,-8.028285,356.9076835,50.33978857
379,POS,351.271943,59.289571,-14.089663,9.580394,4.433939,-9.580394,351.6438685,59.35234659
380,POS,346.050117,68.310962,-13.805129,11.166728,4.352503,-11.166728,346.4088733,68.38178119
381,POS,340.826055,77.330498,-13.545841,12.783489,4.278945,-12.783489,341.1725665,77.40911847
382,POS,335.598169,86.342713,-13.311368,14.428146,4.212954,-14.428146,335.9333056,86.42893697
383,POS,330.367518,95.360056,-13.101863,16.1007,4.154404,-16.1007,330.6921167,95.45375091
384,POS,325.135653,104.372163,-12.917097,17.797208,4.103087,-17.797208,325.4505107,104.4732358
385,POS,319.908601,113.396362,-12.757811,19.517629,4.059084,-19.517629,320.2145025,113.5047933
386,POS,314.691225,122.433475,-12.624339,21.258975,4.022378,-21.258975,314.9889325,122.5493008
387,POS,309.471704,131.456899,-12.515035,23.014738,3.99243,-23.014738,309.7618968,131.5801666
388,POS,304.271509,140.492776,-12.432075,24.784419,3.969767,-24.784419,304.5549043,140.6236295
389,POS,299.077457,149.538764,-12.374455,26.565057,3.95406,-26.565057,299.3547036,149.6773874
390,POS,293.89589,158.584419,-12.342237,28.351027,3.945289,-28.351027,294.1676131,158.7310391
391,POS,288.714729,167.629767,-12.334575,30.139747,3.943204,-30.139747,288.9814937,167.7846524
392,POS,283.515091,176.664566,-12.349843,31.927952,3.947359,-31.927952,283.7773804,176.8280044
393,POS,278.343637,185.717251,-12.392174,33.712126,3.958887,-33.712126,278.6020385,185.8896624
394,POS,393.424937,5.207884,-17.337325,0.758397,5.421659,-0.758397,393.9437144,5.214751212
395,POS,388.140778,14.229285,-16.869737,2.09953,5.272433,-2.09953,388.6376986,14.24750217
396,POS,382.863296,23.247053,-16.430889,3.474673,5.134609,-3.474673,383.3397898,23.2759852
397,POS,377.591794,32.264029,-16.020274,4.883881,5.007575,-4.883881,378.0492107,32.30311381
398,POS,372.323203,41.277959,-15.637166,6.326315,4.890694,-6.326315,372.7628062,41.32669602
399,POS,367.05958,50.285702,-15.281291,7.800735,4.78351,-7.800735,367.4825707,50.34365004
400,POS,361.805862,59.294163,-14.952744,9.307122,4.685718,-9.307122,362.2133945,59.36095103
401,POS,356.557594,68.302202,-14.650789,10.844214,4.5968,-10.844214,356.9507437,68.37751378
402,POS,351.332946,77.326055,-14.376874,12.412522,4.516919,-12.412522,351.7128001,77.40965838
403,POS,346.106481,86.351068,-14.128452,14.008888,4.4451,-14.008888,346.4739816,86.44275674
404,POS,340.874021,95.367865,-13.904804,15.630266,4.380945,-15.630266,341.2300437,95.46747107
405,POS,335.64099,104.385298,-13.706357,17.275842,4.324409,-17.275842,335.9863903,104.4927185
406,POS,330.406184,113.397881,-13.532738,18.942605,4.275245,-18.942605,330.7417679,113.5130559
407,POS,325.172714,122.420562,-13.384453,20.630281,4.23347,-20.630281,325.4992673,122.5435023
408,POS,319.951289,131.457285,-13.262356,22.336121,4.199221,-22.336121,320.2695952,131.5880664
409,POS,314.740071,140.488302,-13.16565,24.054214,4.172189,-24.054214,315.0508555,140.6270247
410,POS,309.544573,149.527366,-13.09506,25.783145,4.152509,-25.783145,309.848551,149.6742044
411,POS,304.359611,158.56694,-13.049907,27.51886,4.139943,-27.51886,304.6574441,158.7221067
412,POS,299.178985,167.613923,-13.029974,29.259569,4.134402,-29.259569,299.4712916,167.7776867
413,POS,293.998533,176.660957,-13.034708,31.001262,4.135718,-31.001262,294.2858848,176.833624
414,POS,288.801639,185.695643,-13.062499,32.740483,4.143446,-32.740483,289.0845264,185.8775359
415,POS,283.637442,194.74778,-13.117824,34.47381,4.158851,-34.47381,283.9164738,194.9393655
416,POS,404.081201,5.208477,-18.350559,0.738483,5.753582,-0.738483,404.648049,5.215783488
417,POS,398.738956,14.225389,-17.858705,2.043215,5.590985,-2.043215,399.2819436,14.2447606
418,POS,393.449077,23.249638,-17.40047,3.381782,5.442001,-3.381782,393.9699342,23.28041642
419,POS,388.167805,32.268975,-16.971185,4.752158,5.304599,-4.752158,388.6679802,32.31055532
420,POS,382.890716,41.283512,-16.570017,6.153893,5.178072,-6.153893,383.3715667,41.33535761
421,POS,377.618145,50.294466,-16.196593,7.5865,5.061899,-7.5865,378.0809573,50.35610736
422,POS,372.348713,59.303226,-15.850413,9.049377,4.955559,-9.049377,372.7946993,59.37425734
423,POS,367.092929,68.311732,-15.532043,10.541503,4.858895,-10.541503,367.523278,68.39181495
424,POS,361.850852,77.323843,-15.241188,12.06211,4.771514,-12.06211,362.2666893,77.41270319
425,POS,356.626281,86.349467,-14.978049,13.611002,4.693211,-13.611002,357.0286912,86.44690208
426,POS,351.396985,95.375716,-14.740313,15.185311,4.623068,-15.185311,351.7869152,95.48155036
427,POS,346.159685,104.396074,-14.527379,16.782448,4.56072,-16.782448,346.5380205,104.5101738
428,POS,340.921924,113.416595,-14.339816,18.401054,4.506168,-18.401054,341.2895353,113.5388905
429,POS,335.673666,122.435172,-14.176645,20.03917,4.458987,-20.03917,336.0313478,122.5656345
430,POS,330.441604,131.452755,-14.039819,21.693125,4.419619,-21.693125,330.7901939,131.5914273
431,POS,325.231465,140.491382,-13.930301,23.363066,4.388235,-23.363066,325.5717931,140.6383947
432,POS,320.024196,149.522514,-13.845693,25.043041,4.364066,-25.043041,320.3569762,149.6779964
433,POS,314.833968,158.562743,-13.787499,26.731619,4.347482,-26.731619,315.1599323,158.7269114
434,POS,309.652699,167.606302,-13.754882,28.425438,4.3382,-28.425438,309.9725172,167.7794106
435,POS,304.467332,176.653076,-13.746898,30.122466,4.335929,-30.122466,304.7816065,176.8354193
436,POS,299.29768,185.703512,-13.764947,31.818123,4.341063,-31.818123,299.6070364,185.8954566
437,POS,294.103927,194.734795,-13.805322,33.509705,4.352558,-33.509705,294.4088342,194.936683
438,NON,288.953309,203.790235,-13.874466,35.194187,4.372278,-35.194187,289.2544241,204.0026026
439,FIF,409.474266,14.197003,-18.898949,1.985723,5.938152,-1.985723,410.0675658,14.21757347
440,POS,404.122544,23.218728,-18.415962,3.288295,5.775412,-3.288295,404.6916655,23.25142669
441,POS,398.819158,32.244354,-17.966249,4.622285,5.626299,-4.622285,399.365823,32.28855163
442,POS,393.534784,41.265881,-17.546494,5.986133,5.489217,-5.986133,394.0605,41.32100735
443,POS,388.254349,50.281413,-17.15486,7.379098,5.363133,-7.379098,388.7604821,50.34696047
444,POS,382.975029,59.289875,-16.790698,8.800323,5.247451,-8.800323,383.4628651,59.36539884
445,POS,377.695835,68.298438,-16.453664,10.249986,5.141709,-10.249986,378.1665949,68.38356513
446,POS,372.4316,77.312536,-16.144837,11.727385,5.045918,-11.727385,372.8865009,77.40696823
447,POS,367.188181,86.331367,-15.864379,13.230783,4.959825,-13.230783,367.6283974,86.43486838
448,POS,361.959983,95.356349,-15.611525,14.758917,4.882927,-14.758917,362.3866092,95.46874131
449,POS,356.724409,104.385028,-15.384085,16.31058,4.814334,-16.31058,357.1384017,104.5061709
450,POS,351.492977,113.402714,-15.182459,17.881337,4.753976,-17.881337,351.8952751,113.532508
451,POS,346.256488,122.421077,-15.00598,19.471356,4.701489,-19.471356,346.6479606,122.5594845
452,POS,341.024728,131.441075,-14.855323,21.078147,4.65693,-21.078147,341.4062344,131.5881189
453,POS,335.785391,140.454435,-14.729134,22.698891,4.619784,-22.698891,336.1577027,140.6101679
454,POS,330.586206,149.495602,-14.632116,24.333133,4.591332,-24.333133,330.9502346,149.6602207
455,POS,325.380123,158.528685,-14.559383,25.97584,4.570062,-25.97584,325.7365632,158.7023465
456,POS,320.190631,167.570784,-14.513241,27.625173,4.556596,-27.625173,320.5402291,167.7537451
457,POS,315.006255,176.61553,-14.492562,29.278176,4.550568,-29.278176,315.3496826,176.8080806
458,POS,309.825442,185.662528,-14.497202,30.932099,4.55192,-30.932099,310.1633339,185.8650093
459,POS,304.656415,194.714323,-14.527854,32.583769,4.560858,-32.583769,304.9894008,194.9271434
460,NON,299.461566,203.749679,-14.580945,34.230852,4.576362,-34.230852,299.7901196,203.9732225
461,ETC,409.459957,32.248592,-18.998638,4.503253,5.972076,-4.503253,410.0566851,32.29558961
462,POS,404.147873,41.278355,-18.558247,5.831783,5.823076,-5.831783,404.7218569,41.33697985
463,POS,398.858533,50.299485,-18.14811,7.187548,5.686319,-7.187548,399.4113013,50.36919383
464,POS,393.57385,59.315593,-17.766165,8.570557,5.560705,-8.570557,394.1067799,59.39591097
465,POS,388.290327,68.325855,-17.411751,9.979934,5.44564,-9.979934,388.8047162,68.41636995
466,POS,383.007996,77.333682,-17.084608,11.415197,5.3407,-11.415197,383.5050817,77.43404927
467,POS,377.741454,86.343664,-16.785829,12.875399,5.245915,-12.875399,378.2224735,86.45361484
468,POS,372.508215,95.364327,-16.516812,14.359658,5.161426,-14.359658,372.9744173,95.48367758
469,POS,367.283208,104.387676,-16.274875,15.865985,5.086126,-15.865985,367.7356747,104.5162742
470,POS,362.050127,113.406552,-16.058209,17.392351,5.019235,-17.392351,362.4898214,113.5442794
471,POS,356.818155,122.425394,-15.867516,18.93725,4.960783,-18.93725,357.2460287,122.5721988
472,POS,351.58084,131.442079,-15.702025,20.498769,4.910372,-20.498769,351.9977748,131.5979543
473,POS,346.344975,140.462498,-15.562338,22.07534,4.868047,-22.07534,346.7518373,140.6275037
474,POS,341.111212,149.483456,-15.448292,23.664234,4.833643,-23.664234,341.508827,149.6577008
475,POS,335.907947,158.521088,-15.362587,25.26348,4.807879,-25.26348,336.2972075,158.7047871
476,POS,330.709526,167.562969,-15.302688,26.870292,4.789917,-26.870292,331.0911892,167.756349
477,POS,325.5193,176.606974,-15.268721,28.481565,4.779748,-28.481565,325.894096,176.8103155
478,NON,320.337006,185.652998,-15.260616,30.094662,4.777324,-30.094662,320.7056293,185.8666356
479,NON,315.158929,194.701275,-15.278089,31.707258,4.782552,-31.707258,315.5220305,194.9255946
480,NON,309.989652,203.755799,-15.321672,33.316867,4.795606,-33.316867,310.3478701,203.9912553
481,NON,304.801298,212.798938,-15.388569,34.921061,4.815682,-34.921061,305.1551405,213.0459754
482,FIF,404.225409,59.321591,-18.784086,8.348775,5.899207,-8.348775,404.8071864,59.40696901
483,POS,398.935554,68.338881,-18.41184,9.720592,5.774035,-9.720592,399.4972327,68.43509829
484,POS,393.644277,77.349185,-18.066866,11.116713,5.659459,-11.116713,394.1871494,77.45585679
485,POS,388.358798,86.355441,-17.74962,12.536327,5.555301,-12.536327,388.8841331,86.47225449
486,POS,383.089415,95.372899,-17.461089,13.980001,5.461573,-13.980001,383.5984739,95.49963292
487,POS,377.852793,104.397078,-17.202413,15.444962,5.37835,-15.444962,378.3468428,104.5335792
488,POS,372.624629,113.420212,-16.970917,16.929303,5.304514,-16.929303,373.1047679,113.5663576
489,POS,367.386042,122.443874,-16.764765,18.432403,5.23927,-18.432403,367.8532439,122.5995849
490,POS,362.154678,131.464561,-16.585215,19.951235,5.182832,-19.951235,362.6099347,131.6298222
491,POS,356.90976,140.486544,-16.430457,21.485553,5.134475,-21.485553,357.3539408,140.6613821
492,POS,351.668982,149.510741,-16.301908,23.032588,5.094507,-23.032588,352.1029814,149.6952542
493,POS,346.435663,158.528282,-16.199388,24.58874,5.062763,-24.58874,346.8603359,158.7226115
494,POS,341.232939,167.564785,-16.125586,26.153665,5.039981,-26.153665,341.6492033,167.7691945
495,POS,336.040651,176.610884,-16.078466,27.724801,5.025467,-27.724801,336.4493059,176.8256583
496,FIF,330.848478,185.657667,-16.056824,29.299231,5.018809,-29.299231,331.2502424,185.8831196
497,NON,325.667527,194.706751,-16.061564,30.873925,5.020266,-30.873925,326.0631242,194.9432666
498,NON,320.491841,203.758362,-16.092228,32.446883,5.029703,-32.446883,320.8819424,204.0063758
499,NON,315.326169,212.817798,-16.149454,34.015934,5.047342,-34.015934,315.7114367,213.0778203
500,NON,404.312382,77.368452,-19.089997,10.833051,6.003266,-10.833051,404.9047327,77.48180312
501,ETC,399.011224,86.384671,-18.754597,12.215828,5.889232,-12.215828,399.5845053,86.50878459
502,POS,393.721763,95.393281,-18.447464,13.619515,5.785945,-13.619515,394.2772776,95.52787441
503,POS,388.443108,104.409809,-18.168602,15.044964,5.693106,-15.044964,388.9821064,104.5546866
504,POS,383.204612,113.440147,-17.920656,16.490346,5.611312,-16.490346,383.7284197,113.5952099
505,POS,377.954604,122.47768,-17.698495,17.955121,5.538624,-17.955121,378.4642628,122.6428369
506,POS,372.712972,131.501382,-17.503138,19.433969,5.475173,-19.433969,373.2095369,131.6765811
507,POS,367.484156,140.523431,-17.335089,20.926513,5.42094,-20.926513,367.9686597,140.7087019
508,POS,362.238745,149.545467,-17.191674,22.432634,5.374911,-22.432634,362.7120594,149.7408686
509,POS,357.000577,158.568158,-17.074874,23.949251,5.337596,-23.949251,357.4636241,158.7738286
510,POS,351.768135,167.583942,-16.984134,25.473343,5.308713,-25.473343,352.2217802,167.8000606
511,POS,346.569076,176.623367,-16.922842,27.004935,5.289257,-27.004935,347.0142785,176.8502573
512,POS,341.374433,185.67435,-16.888103,28.541872,5.278248,-28.541872,341.8119929,185.9123399
513,NON,336.188661,194.721628,-16.879595,30.07957,5.275553,-30.07957,336.6193403,194.9710789
514,NON,331.012369,203.769815,-16.897523,31.616277,5.281231,-31.616277,331.4369022,204.0311558
515,NON,325.846164,212.829023,-16.942429,33.150882,5.29547,-33.150882,326.2652679,213.102764
516,NON,320.686786,221.887768,-17.01354,34.679913,5.318063,-34.679913,321.1011203,222.1744519
517,FIF,393.926712,113.390039,-18.918818,16.058227,5.944905,-16.058227,394.4981456,113.5545236
518,POS,388.65221,122.444328,-18.678902,17.48696,5.863675,-17.48696,389.20813,122.6194698
519,POS,383.38629,131.492023,-18.466484,18.930701,5.79231,-18.930701,383.9278336,131.6777591
520,POS,378.13581,140.515642,-18.281365,20.385116,5.730539,-20.385116,378.6640707,140.7119442
521,POS,372.908118,149.543582,-18.124855,21.851768,5.678623,-21.851768,373.424198,149.7505403
522,POS,367.654716,158.566307,-17.992142,23.33012,5.634822,-23.33012,368.1594564,158.7839972
523,POS,362.419686,167.587405,-17.887145,24.816413,5.600311,-24.816413,362.9140723,167.8160154
524,POS,357.190057,176.613581,-17.808869,26.310217,5.574666,-26.310217,357.6749863,176.8533556
525,POS,351.991106,185.657962,-17.759959,27.809438,5.558677,-27.809438,352.4675483,185.9092619
526,POS,346.797988,194.710169,-17.737838,29.312088,5.551455,-29.312088,347.2667646,194.9733642
527,NON,341.616862,203.76023,-17.742532,30.814316,5.552987,-30.814316,342.0787681,204.0357378
528,NON,336.441256,212.812569,-17.773693,32.314992,5.563164,-32.314992,336.897034,213.1008668
529,NON,331.277862,221.875049,-17.832287,33.812401,5.582331,-33.812401,331.7282565,222.176703
530,NON,326.068172,230.969235,-17.915023,35.311714,5.609462,-35.311714,326.5137263,231.2848418
531,NON,383.551879,149.556603,-19.092997,21.302071,6.004292,-21.302071,384.1139113,149.7757537
532,OPT,378.312514,158.597059,-18.947493,22.74452,5.954657,-22.74452,378.8622138,158.8275055
533,OPT,373.055789,167.61875,-18.826166,24.194995,5.913457,-24.194995,373.5940297,167.8605885
534,FIF,367.822967,176.645359,-18.733541,25.652441,5.882117,-25.652441,368.350786,176.8988418
535,NON,362.597006,185.675302,-18.667928,27.115656,5.859976,-27.115656,363.1153222,185.9407165
536,NON,357.397057,194.719958,-18.631448,28.58279,5.847687,-28.58279,357.9068431,194.9977038
537,NON,352.205528,203.771149,-18.622179,30.05185,5.844567,-30.05185,352.7076343,204.0616464
538,NON,347.032787,212.829122,-18.641002,31.520059,5.850904,-31.520059,347.5280685,213.1328695
539,NON,341.854447,221.889013,-18.685643,32.986575,5.865949,-32.986575,342.3436225,222.2065243
540,NON,336.655826,230.974664,-18.756303,34.453452,5.889809,-34.453452,337.1395663,231.3065512
541,GIF,295.568779,207.45146,-14.494325,35.063943,5.361546,-35.063943,295.89125,207.6777934
542,GIF,357.223911,202.680763,-19.097053,29.569596,5.361546,-29.569596,357.7534886,202.9812333
